Date,Text
2019-6-13,"['Слідчі теруправління ДБР, розташованого у м. Мелітополі, розслідують кримінальне провадження стосовно службових осіб правоохоронних органів Запорізької області, які, зловживаючи своїм службовим становищем, розробили схему системного тиску на комерційні підприємства.\n\nПро це пише прес-служба ДБР.\n\nЗа попередньою інформацією, працівники поліції, на підставі недостовірної інформації, звертались до суду з клопотаннями про проведення обшуків у суб’єктів підприємницької діяльності. У подальшому ході проведення обшуків правоохоронці вилучали матеріальні цінності на значні суми коштів, та привласнювали їх через підконтрольні підприємства.\n\nСлідчі ДБР проводять. досудове розслідування за фактом зловживання працівниками поліції владою або службовим становищем (ч. 2 ст. 364 Кримінального кодексу України). На сьогодні виявлено, що тільки під час одного обшуку було незаконно вилучено та згодом реалізовано на користь сторонніх осіб майно підприємства на суму більше ніж на 300 000 грн. Загалом, за даними слідства, правоохоронцями проведено 24 подібних обшуків.\n\nДосудове розслідування триває.\n\nСлідчі ДБР з’ясовують збитки завдані підприємцям незаконними діями правоохоронців.', 'varta1.com.ua: Новини']"
2019-6-13,"['', 'З участю прокурорів Радехівської місцевої прокуратури у Бродівському районному суді завершено судовий розгляд справи стосовно 53-річного місцевого мешканця, який убив власну жінку.', 'Інцидент стався 20 квітня минулого року, у одному із сіл Бродівщини, пише прес-служба прокуратури у Львівській області.', 'Як було встановлено, чоловік напідпитку, під час суперечки із своєю 45-річною дружиною, завдав їй один удар ножем у спину, внаслідок якого потерпіла померла у кареті швидкої допомоги по дорозі у лікарню.', 'Так, обвинуваченого визнано винним у вчиненні кримінального правопорушення, передбаченого ч. 2 ст. 121 КК України (умисне тяжке тілесне ушкодження) та призначено покарання у вигляді 7 років позбавлення волі.', 'varta1.com.ua: Новини']"
2019-6-13,"['Конкурс на першу концесійну дорогу «Львів–Краковець» може бути оголошено вже восени, повідомив голова Державного агентства автомобільних доріг України («Укравтодор») Славомір Новак, виступаючи на урядовому засіданні в середу.\n\nПро це пише видання «Інтерфакс». \n\n«Продовжуємо переговори щодо першої концесійної дороги »Львів–Краковець«. Думаю, що восени ми пропонуватимемо Кабміну оголосити конкурс на першу концесію», — сказав він.\n\nЗазначимо, що Кабмін погодив оголошення тендеру на будівництво дороги «Львів–Краківець» ще у 2015 році. За попередніми даними, довжина нової платної траси може становити майже 84 кілометри.', 'varta1.com.ua: Новини']"
2019-6-13,"['У селі Закіпці, що у Турківському районі, у результаті дощів стався зсув грунту.\n\nЗа інформацією департаменту з питань цивільного захисту Львівської ОДА, через це у господарстві місцевого мешканця, 1957 року народження, в одноповерховому житловому будинку розміром 13×12 м, критому металопрофілем, було знищено веранду розміром 3×12 м та стіну (на площі 20 м2) поруч розташованої дерев’яної господарської будівлі, критої шифером, розміром 6×12 м.\n\nУ житловому будинку пошкоджено коридор розміром 3×5 м, дві кімнати розміром 4×4 м, одну кімнату розміром 5×4 м, 5 міжкімнатних дверей, речі домашнього вжитку, газовивідну трубу діаметром 25 мм, зміщено житловий будинок з фундаменту на 40 см.', 'varta1.com.ua: Новини']"
2019-6-13,"['', 'varta1.com.ua: Новини']"
2019-6-13,"['12 червня, близько 16:05 год., на 124 км автодороги «Одеса–Мелітополь–Новоазовськ», неподалік села Половинки, Березанського району, 66-річний водій мікроавтобусу «Toyota Hiace», за попередніми даними, не впорався з керуванням та допустив перекидання транспортного засобу.\n\nУ результаті ДТП, водій загинув на місці, а четверо пасажирів отримали тілесні ушкодження та доправлені до медичного закладу, інформує відділ комунікації ГУ Нацполіції у Миколаївській області. \n\n\n\nВідомості про подію внесені до ЄРДР за ознаками ч. 2 ст. 286 КК України «Порушення правил безпеки дорожнього руху або експлуатації транспорту особами, які керують транспортними засобами, що спричинили смерть або заподіяли тяжке тілесне ушкодження».\n\nНаразі, на місці скоєння дорожньо-транспортної пригоди працюють слідчі та криміналісти.\n\nОбставини автоаварії та її причини з’ясовуються.', 'varta1.com.ua: Новини']"
2019-6-13,"['На Марсовому полі, що на вулиці Мечнікова у Львові, влаштували літній відпочинок кілька десятків людей.\n\nВідповідне фото на сторінці «Гарячої лінії міста», у соціальній мережі «Facebook», оприлюднив Роман Грицьків. \n\n\n\nЗазначимо, що Марсове поле — місце поховань більше 3 тисяч радянських солдатів. На цьому ж місці розташований військовий цвинтар, де поховані радянські солдати та жертви політичних і військових репресій часів Радянського Союзу.', 'varta1.com.ua: Новини']"
2019-6-13,"['У Сихівський відділ поліції надійшло повідомлення від 39-річного львів’янина про те, що 11 червня, близько 14.00 год., на вулиці Хоткевича, у його 9-річної доньки було викрадено рюкзак, в якому, окрім іншого, був мобільний телефон «Самсунг».\n\nПро це пише відділ комунікації ГУ Нацполіції  у Львівській області.\n\nОперативно-розшуковими заходами поліцейські встановили, що до крадіжки причетний 58-річний львів’янин. Речовий доказ у нього вилучено.\n\nВідкрито кримінальне провадження за ч. 1 ст. 185 Кримінального кодексу України (крадіжка). Статтею передбачене покарання у вигляді позбавлення волі на термін до трьох років.\n\nДосудове розслідування триває.', 'varta1.com.ua: Новини']"
2019-6-13,"['У ході оперативно-розшукових заходів, поліцейські встановили, що 18-річний волонтер виготовляв продукцію порнографічного характеру для подальшого її вилучення за грошову винагороду через мережу Інтернет.\n\nПро це інформує відділ комунікації ГУ Нацполіції у Волинській області.\n\nУ травні, слідчі та оперативники перевірили санкціонований облік за місцем його проживання та вилучили речові докази для проведення відповідних експертиз.\n\nСлідчі повідомили волинянину про підозру у вчинення кримінальних правопорушень, передбачених ч. 2 та ч. 3 ст. 301 Кримінального кодексу України.\n\n\n\nЛуцька місцева прокуратура скерувала обвинувальний акт до суду для розгляду по суті.\n\nСанкція цієї статті передбачає покарання у вигляді позбавлення волі на термін від трьох до семи років.', 'varta1.com.ua: Новини']"
2019-6-13,"['Сьогодні, 13 червня, близько 8.30 год., до поліції надійшло повідомлення про те, з дитячого притулку у Львові втекли двоє вихованців — хлопці віком 8 та 10 років, мешканці Закарпаття.\n\nПро це повідомляє відділ комунікації ГУ Нацполіції у Львівській області. \n\nПравоохоронці негайно оголосили дітей у розшук, інформацію про них отримали усі працівники поліції і, менше ніж за дві години, працівники Залізничного відділу поліції розшукали втікачів.\n\nЗараз у притулку з ними працюють фахівці, зокрема психологи.\n\n ', 'varta1.com.ua: Новини']"
2019-6-13,"['Меморіальний музей тоталітарних режимів «Територія терору» відкриє новий відділ — Музей малолітніх політичних в’язнів і репресованих.\n\nПро це було оголошено під час брифінгу у четвер, 13-го червня, інформує кореспондент «Варта1» Володимир Садовий. \n\n\n\nМузей створять, аби вшанувати пам’ять дітей та підлітків, які ризикнули протистояти поширенню тоталітарного режиму і тих, хто безневинно втратив життя та дитинство в період масового терору. \n\nМузей репресованих дітей розташовуватиметься на площі 118,2 кв. м, по вулиці Старій, 13.', 'varta1.com.ua: Новини']"
2019-6-13,"['', 'varta1.com.ua: Новини']"
2019-6-13,"['В Україні з’явився мобільний додаток екстреного виклику допомоги, який розробили фахівці Міністерства охорони здоров’я. Викликати медика можна одним кліком смартфона.\n\nПро новий додаток розповіли в ефірі «Сніданку з 1+1».\n\nЯк відомо, в Україні лише десять людей зі ста вміють робити масаж серця та штучне дихання. Щороку до лікарні не встигають доїхати близько 150 тисяч постраждалих. 60 тисяч помирають від раптових серцево-судинних захворювань. Ще 90 — від травм. Цих випадків могло бути менше, якби постраждалі отримали першу домедичну допомогу.\n\n«Тобто, до приїзду швидкої. До того, як людина потрапить до лікаря. Нещасний випадок може відбутись від вас десь в 100, 200, 300 метрах, десь за поворотом, де ви не бачите», — розповідає директор «Українського медичного центру з безпеки дорожнього руху та інформаційних технологій МОЗ України» Максим Циганок.\n\nАле тепер викликати парамедика можна завдяки системі екстреного виклику. Це додаток для смартфона «DocRadar» — розробка українських ІТ-фахівців, спільно з МОЗом.\n\n\n\nЯкщо, вам або комусь з перехожих стало зле, а ви навіть не знаєте, де перебуваєте і яка адреса. Тоді достатньо натиснути лише одну кнопку «Екстрений виклик» і система сама з’ясує ваше місцеперебування і спеціаліст зможе відшукати вас.\n\nКоли ви натиснули екстрений виклик, вона шукає автоматично в радіусі кілометра найближчого рятівника. Або людину, яка може надати вам допомогу. Якщо не знаходить в радіусі кілометра, знаходить в радіусі трьох кілометрів.\n\nКоли найближчий рятівник прийме виклик, система автоматично прокладе маршрут до постраждалого.\n\nЗавести кишенькового рятівника дуже просто. Потрібно встановити додаток на смартфон і підтвердити номер телефону.\n\nУ додатку є можливіть викликати не лише рятівника, але і лікаря будь-якої спеціалізації. Це може бути сімейний лікар, медсестра для уколу чи навіть ветеринар. Незабаром розробники обіцяють долучити до системи рятувальників ДСНС і поліцейських.\n\n ', 'varta1.com.ua: Новини']"
2019-6-13,"['Поблизу села Сухополова, Прилуцького району, молодь, яка відпочивала, знайшла мертвого крокодила довжиною метр. Як повідомили у прес-службі Головного управління Держпродспоживслужби у Чернігівській області, молоді люди викликали поліцію, а потім на місце події виїздили і спеціалісти Держпродспоживслужби.\n\n«Рептилія перебувала у напіврозкладеному стані (помер десь два тижні тому), через це біоматеріал на експетризу не відбирали. Крокодила захоронили, місце його виявлення продизенфікували», — поінформували у прес-службі Головного управління Держпродспоживслужби. За словами секретеря Сухополов’янської сільської ради Людмили Кубрак, знахідка холоднокровної рептилії стала для місцевих жителів дивиною.\n\n«Люди дивуються, звідки він узявся. Сільський голова сказав — було всяке, але такого не було», — зазначила вона. Кубрак зауважила, що місцеві жителі припускають — крокодила привезли з Прилук, де нещодавно був мандрівний цирк (там якраз і були крокодили).\n\nМертву тварину неглибоко закопали, а собаки чи лисиці витягли її. Інша версія — крокодил міг жити у когось у Прилуках. \n\n«У нашому селі крокодила ні в кого вдома не було. Це точно», — запевнила секретар сільради. ', 'varta1.com.ua: Новини']"
2019-6-13,"['У четвер, 13-го червня, до Львова повернулися бійці 80-ої окремої десантно-штурмової бригади, які більше семи місяців перебували у зоні АТО на Донбасі.\n\nПро це інформує кореспондент видання «Гал-нет».\n\nЗа інформацією журналіста, до рідного міста повернулися 200 бійців бригади.\n\nЯк у Львові зустрічають захисників дивіться у відео.', 'varta1.com.ua: Новини']"
2020-6-13,"['Сьогодні, 13 чеврня, у Львові затопило вулицю. Про це інформує кореспондент «Варта1» Володимир Садовий.\n\nБіля школи 45 м. Львова, що на Науковій затопило площею близько 50 на 30 м. Колектори не приймають воду, вода вибивається з сусідніх люків.\n\nУ двох водіїв проблеми з двигуном, внаслідок проїзду вулицею, намагаються полагодити.\n\nВодіям, наразі, складно проїхати, однак дітям в радість — вони бігають у воді.\n\n\n\n\n\n[gallery link=«file» ids=«199866,199867,199868»]', 'varta1.com.ua: Новини']"
2020-6-13,"['26-річний львіянин загинув внаслідок прямого влучання блискавки. Про це інформує Віктор Худяк.\n\nСходження туристи розпочали після 20:00 год. з будиночку між горою Грофа і Кінь Грофецький. Речі залишили в будинку. Перед цим пройшла потужна гроза.\n\nВже в 20:30–21:00 год. видно було наближення наступної бурі. Хмари згущалися і чутно грім.\n\nБлизько 21:30 год. гроза вже наблизилася до г. Грофа.\n\nО 23:00 год. був дзвінок до рятувальників від одного з турситів, що товариш не повернувся, а його відкинуло блискавкою в сторону, після чого він зійшов до будинку.\n\nСьогодні рятувальники знайшли тіло загиблого з явними ураженнями блискавки, на віддалі 10–15 м від вершини.\n\nЯк зазначає чоловік, цієї смерті могло не бути, хлопці самі себе наразили на небезпеку проігнорувавши правила безпеки в горах.\n\n \n\n[gallery link=«file» ids=«199861,199862,199863»]', 'varta1.com.ua: Новини']"
2020-6-13,"['У Львівській області за 5 місяців цього року сталося 3768 ДТП. Про це інформує Патрульна поліція Львівської області.\n\nНапроти цього ж періоду минулого року, це на 10 відсотків менше аварій.\n\nУ травні зареєстрували 740 аварій і в порівнянні з квітнем цифра зросла майже на 200 випадків.\n\n108 автопригод були з потерпілими, в яких травмувалося 136 осіб і загинуло 22 людини.\n\nЗа 5 місяців 2020 року зареєстрували 3768 дорожньо-транспортних пригод, з них 598 з потерпілими, в яких травмувалися 794 особи і 99 загинуло.\n\nНайбільше ДТП стається у п’ятницю, в період 18–19 години. Найменше у вівторок та суботу.\n\nОсновні причини ДТП:', 'varta1.com.ua: Новини']"
2020-6-13,"[""Вчора виконавчий комітет ЛМР прийняв рішення щодо реконструкції каналізаційної мережі на вулиці Сахарова. Про це інформує пресслужба ЛМР.\n\nВиконавчий комітет вирішив надати функції замовника ЛКП «Львівелектротранс» на проектування та реалізацію проекту з реконструкції відведення дощових вод дренажного лотка у каналізаційний колектор на вул. Академіка А. Сахарова.\n\nЛКП «Львівелектротранс» має отримати вихідні дані на проектування, розробити у проектній організації та затвердити у встановленому порядку проектно-кошторисну документацію на об’єкт, та здійснити реконструкцію мереж дощової каналізації на об'єкті.\n\nДепартамент економічного розвитку ЛМР необхідно передбачити видатки для реалізації проекту за рахунок коштів бюджету розвитку міського бюджету м. Львова.\n\nУ 2019 році внаслідок сильної зливи затопило кілька вулиць в тому числі і вул. Сахарова."", 'varta1.com.ua: Новини']"
2020-6-13,"['Сьогодні, 13 червня, збройні формування російської Федерації в черговий раз відкрили вогонь з великокаліберних кулеметів та стрілецької зброї по позиціях Об’єднаних сил в районі населеного пункту Пищевик. Про це інформує пресцентр ООС.\n\nВнаслідок обстрілу, один український захисник отримав кульове поранення. Воїну оперативно надали першу медичну допомогу та евакуювали до лікувального закладу.\n\nУкраїнські воїни дали збройним формуванням Російської Федерації адекватну відповідь, втрати противника уточнюються.', 'varta1.com.ua: Новини']"
2020-6-13,"['Вчора, 12 червня, до правоохоронців надійшло повідомлення про пограбування, що сталось поблизу одного з кафе, що на вулиці Хуторівка, у Львові. Про це інформує Поліція Львівської області.\n\nПравоохоронці встановили, що зловмисник напав на 63-річного львів’янина, побив його, а коли той впав, заволодів його гаманцем з грошима у сумі близько 10 тисяч гривень та втік.\n\nПоліцейські встановили, що до скоєння злочину причетний 36-річний мешканець міста Миколаєва.\n\nНаразі, вирішується питання щодо повідомлення зловмиснику про підозру у вчиненні кримінального правопорушення, передбаченого ч. 2 ст. 186 (грабіж) КК України та обрання йому запобіжного заходу. За скоєне зловмиснику загрожує покарання — позбавлення волі на термін від чотирьох до шести років.', 'varta1.com.ua: Новини']"
2020-6-13,"['У Львові торгівля «з рук» на вулицях, площах, у дворах, під’їздах, скверах та в інших невстановлених місцях, передбачає адміністративну відповідальність для продавців. Про це повідмоляє Гаряча лінія міста Львова.\n\nНа ГЛМЛ містян застерігають, що продукти, придбані на стихійних ринках, можуть бути небезпечними для здоров’я, особливо в умовах пандемії.\n\n«Ми двічі на день проводимо рейди і вилучаємо товар. Під час посилених карантинних заходів стихійної торгівлі, фактично, не було. У випадку виявлення порушень ми складаємо протоколи та скеровуємо їх до суду, а вже суд виписує штраф», — розповів начальник відділу проведення рейдів ЛКП «Муніципальна варта» Володимир Сисак.', 'varta1.com.ua: Новини']"
2020-6-13,"['Сьогодні, 13 червня, близько 14 год., на львівській об’їзній сталася аварія. Про це інформує голова ГО «Варта1» Ігор Зінкевич.\n\nБіля повороту на Лисиничі зіткнулися дві автівки. Внаслідок аварії, одна автівка перекинулася.\n\nУ результаті ДТП є потерпілі.\n\n\n\n[gallery link=«file» columns=«2» ids=«199822,199823»]', 'varta1.com.ua: Новини']"
2020-6-13,"['Вчора, 12 чеврня, збройні формування Російської Федерації 12 разів порушили режим припинення вогню. Про це інформує пресцентр ООС.\n\nАгресор обстріляв українські позиції із заборонених Мінськими домовленостями мінометів калібрів 120 мм та 82 мм, а також, гранатометів різних систем, великокаліберних кулеметів і стрілецької зброї.\n\nУ районі відповідальності оперативно-тактичного угруповання «Схід» поблизу Широкиного російські загарбники двічі застосували міномети калібру 82 мм. Неподалік Верхньоторецького, Водяного та Мар’їнки агресор задіяв гранатомети різних систем та великокаліберні кулемети. Оборонні укріплення на підступах до Авдіївки окупанти двічі обстріляли із ручних протитанкових гранатометів і стрілецької зброї.\n\nУ районі відповідальності оперативно-тактичного угруповання «Північ» по опорних пунктах українських воїнів неподалік Луганського противник чотири рази, впродовж доби, відкривав вогонь із мінометів калібру 120 мм і 82 мм, гранатометів різних систем та великокаліберних кулеметів. Поруч з населеним пунктом Кримське окупанти застосували міномети 82 калібру, автоматичні станкові гранатомети та стрілецьку зброю.\n\nВнаслідок ворожих обстрілів один військовослужбовець Об’єднаних сил отримав поранення.\n\nЗа даними розвідки, 12 червня наші військовослужбовці знищили двох та поранили щонайменше трьох російських загарбників.\n\nВід початку поточної доби російські збройні формування в районі відповідальності оперативно-тактичного угруповання «Схід» двічі обстріляли з ручних протитанкових гранатометів та стрілецької зброї опорні пункти неподалік населеного пункту Славне.\n\nУ районі відповідальності оперативно-тактичного угруповання «Північ» по захисниках Луганського противник випустив 50 снарядів із заборонених Мінськими домовленостями артилерійських систем калібру 122 мм.\n\nУкраїнські оборонці вжили вичерпних заходів для припинення вогню з боку збройних формувань РФ, після чого загарбники відмовилися від подальшої активності.\n\nЗа поточну добу, втрат серед українських захисників немає.', 'varta1.com.ua: Новини']"
